timestamp,temperature_outside,humidity_outside,shortwave_radiation,direct_radiation,diffuse_radiation,wind_speed,surface_pressure,dew_point_outside,vpd_outside_reference,et0_outside_reference,external_soil_temperature_context,external_soil_moisture_context,pump_state,fan_state,grow_light_state,vent_state,temperature_inside_true,humidity_inside_true,vapor_density_inside_true,soil_temperature_inside_true,soil_moisture_inside_true,light_lux_inside_true,vpd_inside,solar_inside,ventilation_rate_m3_s,evapotranspiration_rate_kg_s,water_stress_coefficient,condensation_rate_kg_s,drainage_rate_m3_s,air_density,simulation_id,parameter_set_id
2024-06-10T22:00,29.5,79.0,0.0,0.0,0.0,0.81,101000.0,25.4,0.87,0.0,30.1,0.152,0,0,0,1.0,29.69067563130975,78.41574164279987,0.02338744545432272,34.44657261444969,0.20755820980359538,0.0,0.8997100585893785,0.0,0.0017666109810907467,2.4933855707074185e-07,0.3552975913802184,0.0,0.0,1.1618488064033736,scenario_009_high_et_response_june2024,smartgarden_pa1_pilot_53a065f0754a
2024-06-10T23:00,29.2,81.0,0.0,0.0,0.0,0.85,101040.0,25.6,0.77,0.0,29.8,0.152,0,0,0,1.0,29.39400780469141,80.47122213300119,0.023617306495699857,34.29562920947728,0.2075159430435391,0.0,0.8002489172239073,0.0,0.0018398278177455079,2.216118240252419e-07,0.35503668545394507,0.0,0.0,1.1634486784660087,scenario_009_high_et_response_june2024,smartgarden_pa1_pilot_53a065f0754a
2024-06-11T00:00,28.9,83.0,0.0,0.0,0.0,0.82,101030.0,25.7,0.69,0.0,29.5,0.152,0,0,0,1.0,29.097889840417942,82.39970314327473,0.023797018739113204,34.142282836028706,0.20747834993624684,0.0,0.7090092175183154,0.0,0.00179104934553855,1.962166069863147e-07,0.35480462923609163,0.0,0.0,1.1644732709552403,scenario_009_high_et_response_june2024,smartgarden_pa1_pilot_53a065f0754a
2024-06-11T01:00,28.6,84.0,0.0,0.0,0.0,0.92,100990.0,25.6,0.63,0.0,29.2,0.152,0,0,0,1.0,28.80077042191964,83.46593146622781,0.02371774866444771,33.98660012359178,0.207444502810765,0.0,0.6547142582428531,0.0,0.001969675055540096,1.8108390948979023e-07,0.354595696362747,0.0,0.0,1.1651576178614753,scenario_009_high_et_response_june2024,smartgarden_pa1_pilot_53a065f0754a
2024-06-11T02:00,28.5,83.0,0.0,0.0,0.0,1.02,100970.0,25.4,0.65,0.0,29.0,0.151,0,0,0,1.0,28.62156504058726,82.95261289789661,0.023342357648380392,33.82964761421,0.20741183135468882,0.0,0.6680708033529079,0.0,0.002087271130395883,1.8467303253190825e-07,0.3543940207079557,0.0,0.0,1.1656186561386492,scenario_009_high_et_response_june2024,smartgarden_pa1_pilot_53a065f0754a
2024-06-11T03:00,28.4,83.0,0.0,0.0,0.0,1.02,100940.0,25.3,0.65,0.0,28.7,0.151,0,0,0,1.0,28.512310377907447,82.86658637501878,0.023179303961324903,33.67412559608531,0.20737854436355127,0.0,0.6672023996546259,0.0,0.002079985323355618,1.84326049016541e-07,0.35418854545402023,0.0,0.0,1.165694362858189,scenario_009_high_et_response_june2024,smartgarden_pa1_pilot_53a065f0754a
2024-06-11T04:00,28.3,84.0,0.0,0.0,0.0,1.02,100950.0,25.2,0.63,0.0,28.4,0.151,0,0,0,1.0,28.411042303458334,83.72527874776382,0.02329010622905012,33.52062099642421,0.2073462134672578,0.0,0.6300505096940099,0.0,0.002079009814164787,1.7396412715291647e-07,0.3539889720201098,0.0,0.0,1.1662013406784755,scenario_009_high_et_response_june2024,smartgarden_pa1_pilot_53a065f0754a
2024-06-11T05:00,28.1,85.0,0.0,0.0,0.0,1.12,101000.0,25.2,0.59,0.0,28.1,0.151,0,0,0,1.0,28.250627428929047,84.55594334263961,0.023315447353848554,33.36863211424103,0.20731581838616342,0.0,0.5923479055679359,0.0,0.0022949537446940475,1.6346732025941825e-07,0.35380134806273716,0.0,0.0,1.167399950405202,scenario_009_high_et_response_june2024,smartgarden_pa1_pilot_53a065f0754a
2024-06-11T06:00,27.9,86.0,22.0,9.0,13.0,1.12,101060.0,25.3,0.54,0.02,28.2,0.151,1,0,0,1.0,28.107386819405665,85.79338272306371,0.023471594244276788,33.22246481135801,0.20725289522417426,2393.3712,0.5403670856669915,18.7,0.002335465931513639,5.35574797767577e-07,0.35341293348255715,0.0,0.0,1.1686488555449235,scenario_009_high_et_response_june2024,smartgarden_pa1_pilot_53a065f0754a
2024-06-11T07:00,29.0,77.0,166.0,97.0,69.0,0.98,101050.0,24.6,0.91,0.12,29.8,0.151,0,0,0,1.0,29.035010043702723,82.99501011860377,0.023887016180613875,33.12609022232813,0.2152135444166472,17035.5856,0.6825444223044408,141.1,0.0019409090310894856,3.5371241378751512e-06,0.402552743312637,0.0,0.0,1.164946147208474,scenario_009_high_et_response_june2024,smartgarden_pa1_pilot_53a065f0754a
